46866	2070862	4	5.016915
46866	475944	4	4.229827
46866	1637688	7	6.037877
46866	371246	7	5.874644
46866	364970	6	5.223112
46866	1438254	6	5.885011
46866	1355630	7	5.795351
46866	212720	10	6.126295
46866	2316204	4	5.532527
46866	337978	6	5.674212
46866	2245084	6	6.757552
46866	281358	7	6.385809
46866	284490	5	4.997855
46866	2267998	5	7.015738
46866	374536	6	3.491186
48627	1483013	8	6.813675
48627	2218003	8	6.364714
48626	2084970	8	8.240412
48629	1441951	5	8.108262
64777	242653	9	8.746420
64777	838247	8	8.290943
64777	822847	8	7.363023
51822	1650048	3	7.878623
51822	1598496	6	6.101729
51822	1660302	5	4.730147
36421	1408101	1	7.438652
13058	1877832	9	7.556233
13058	2883512	8	7.044425
13058	770828	10	6.688886
13050	1956620	5	5.113131
13054	1823664	7	7.359392
54171	1205537	7	6.951573
54174	120812	10	9.134135
51824	1535108	5	7.769766
20250	6265828	5	7.516904
40965	2381941	7	6.854778
1177	2381111	10	7.675872
1177	1528071	6	5.971508
1177	365907	7	6.796849
1177	1895315	8	7.146679
23505	1490017	8	7.917916
16883	169547	9	8.997152
16883	1937149	8	8.203329
27617	1502397	7	6.598876
16881	280707	8	8.268066
54306	477080	8	7.071205
12832	3042408	8	8.070299
12832	2080374	9	7.337347
12834	1485796	10	8.849099
50418	2713180	8	8.504789
23127	118617	7	7.985862
23127	172493	7	7.698127
50414	1121096	6	4.992784
50414	369610	7	6.324897
55629	1825683	7	4.767101
55622	2310332	10	9.270014
29234	3315342	8	8.828828
55626	5074352	10	8.822693
55626	3890160	7	7.779390
55626	1727770	7	6.421309
55626	6343314	7	7.516434
55626	386064	6	8.564480
52812	1302006	10	8.751964
22674	430922	7	5.805660
22674	2937898	6	6.669901
26568	3622592	6	5.693732
26568	369610	7	6.545612
26568	1131734	5	5.275423
26564	2179136	7	6.206246
26564	825236	5	7.044493
26564	3774694	10	5.943923
26564	2713180	7	6.902194
59730	7526414	9	6.360546
59730	3829920	5	7.505103
391	1602613	5	8.561080
391	2193215	9	6.463849
390	5727208	8	6.410092
390	7286456	9	7.455399
394	2209418	8	8.676221
398	1024648	9	7.947240
32221	198781	10	8.967643
32221	1232829	7	7.990048
32221	1981115	8	8.042535
54300	2848292	8	7.969519
3749	795461	4	2.679187
3742	437086	10	8.155960
58708	4630562	7	6.683069
58708	1130884	9	7.157316
52106	1815862	5	6.435020
52106	993846	10	9.016519
52106	2006040	6	6.440125
52104	7798634	6	7.217697
60014	7456310	6	5.105431
60011	1723121	6	5.957632
60011	1490017	5	5.837601
31162	247638	5	6.207821
31162	449010	4	5.646778
31162	1119646	8	6.153789
21930	7545266	5	4.700137
21933	1450321	8	7.527603
21933	1731141	6	6.630260
21936	1568338	9	6.082340
21936	1904996	6	6.219226
21937	1535109	9	7.843794
21937	1431045	8	7.607676
21938	3302820	10	9.659159
57086	2278388	10	8.173813
57086	1077368	8	7.741840
9757	1790885	7	7.175286
9759	1981115	7	7.827574
9759	1872181	6	7.954324
24149	831387	8	4.009910
24149	2151633	3	2.234802
24149	1588173	1	5.575085
58933	1502397	9	6.537368
59951	275847	10	7.714864
64674	2488496	10	8.864136
64674	1211956	7	6.627574
64674	3040964	8	8.367534
30224	1790864	8	6.765359
30224	2872718	8	7.240981
44805	167261	9	8.777637
44804	3966404	4	5.304175
44804	3477064	5	1.973197
44804	462322	3	5.127125
44804	1528100	4	3.971920
44804	3076658	5	5.152859
44804	1244668	6	5.020802
44804	3498820	3	5.097389
44804	1340138	4	3.717004
30222	3385516	7	7.989996
30222	1877832	8	9.229266
30222	3631112	9	7.462595
30222	2488496	10	9.111878
30222	1130884	10	9.137688
30222	376994	6	6.899629
30222	1951266	9	7.178370
44801	1700841	7	5.103780
66859	1590089	8	8.478483
52467	1691917	4	4.057658
63023	1972779	8	7.184232
63023	258463	8	8.063860
50080	4560436	7	6.595166
50080	3065204	8	7.569440
50080	3547740	7	7.839875
50080	2488496	8	7.921135
43850	2503944	6	5.951335
43850	1981128	7	5.419574
43850	2406566	6	6.128363
43850	3315342	6	7.006204
43850	2562232	8	5.746209
43850	2737304	7	5.942315
43850	4550098	5	6.501152
50030	1245492	7	5.744574
6776	1598642	7	7.032756
6776	2872718	9	8.142980
23751	1872181	8	6.609108
61476	2267998	10	9.394745
24376	1211956	7	6.252478
42818	3896198	7	7.217744
42818	238546	5	5.975976
5056	2274570	4	6.186686
5053	1535109	8	8.078679
5053	1646971	9	7.788707
5053	2229499	7	6.053097
5053	1433811	9	7.783155
38569	2199571	5	6.280496
38569	1322269	8	7.110862
38569	1418377	4	4.488841
38569	2106651	6	5.521353
38569	1655441	7	6.672329
38569	2354205	8	8.718132
38569	1270797	4	5.998545
38563	2294629	7	7.378005
38563	1814643	8	8.340149
38563	1985949	8	6.591270
38563	119215	5	4.641202
38563	1270797	9	7.025593
38562	5013056	10	9.615181
38562	2316204	8	7.492693
38566	816442	7	6.429535
64902	1392190	10	8.793886
64039	1538403	8	6.976165
44222	1907668	8	6.605090
36179	1535109	8	7.070970
36175	285823	5	4.751513
36175	1506999	5	4.050248
36175	2132285	5	4.762955
36176	1798684	6	8.050426
41548	1187064	3	3.789787
41548	1613750	8	4.510319
54060	3896198	8	7.941346
58078	1083452	8	5.129049
8035	1232829	5	6.284069
8035	1646959	6	6.658247
8035	416991	8	5.764370
8035	1817273	6	6.937375
8035	970179	9	7.198449
8035	203119	7	7.116161
8035	1545759	6	6.901818
8035	1951261	5	4.864177
8036	2708254	10	7.694595
48167	944835	1	6.442989
8039	2101473	1	7.154633
8039	1800241	8	6.773295
8039	1065073	9	7.045527
58075	338013	9	8.943485
58075	1483013	7	8.012261
58075	1065073	8	8.568041
58074	3606756	8	6.637863
58074	5758778	5	5.655709
58074	4912910	8	7.001945
12582	1727824	9	6.640291
44913	250687	10	6.009452
44910	2980592	9	6.431329
44910	2567712	7	7.220821
44918	3890160	7	6.716904
44918	2119532	8	7.625409
44918	816692	8	7.682860
44918	3263904	8	6.890086
58070	146882	9	8.116848
58070	1083462	8	5.305056
58070	829482	8	7.785954
65064	4302938	8	7.742477
65064	2310332	9	6.756169
65060	1843866	8	6.747521
55557	118715	10	7.643553
55557	2096673	5	8.742466
13984	1911644	8	7.734235
13980	1389096	7	6.561289
64036	2119532	8	10.753622
38977	372183	10	7.884572
48164	2771200	7	7.181904
48164	3501632	8	7.436209
48164	3631112	8	6.582118
48164	327850	7	6.423188
48164	2167202	7	5.115106
48164	3385516	8	7.247641
48164	1613750	8	7.070836
48164	1735898	7	6.437308
48164	454082	5	5.371288
48164	1152836	7	6.699860
48164	6320628	9	7.105381
48164	2312718	7	6.866390
48164	5109784	7	5.454612
48164	1375666	6	7.949472
48164	1300854	8	7.193087
48164	1599348	7	6.809469
48164	7668870	8	7.402004
48164	1020530	7	6.495723
48164	452598	6	5.893751
13674	1663662	9	7.371229
13674	1336608	6	6.271089
13674	1318514	8	7.827630
13674	770828	8	7.470890
13674	1838544	7	6.089926
13674	758766	7	7.015642
13674	2980516	8	8.222106
5861	1219827	8	6.218519
5860	4399952	6	6.173044
56840	3014866	8	6.977013
56841	1915581	4	4.955486
17357	1723121	6	7.548019
17352	825236	8	6.918419
64035	1509767	8	4.338674
64035	990407	5	5.145680
19588	1758810	6	5.395390
19588	1615160	5	7.451565
19585	1856101	6	7.682701
20868	451094	8	6.975309
20868	3563262	5	4.281304
20868	6073176	8	7.355875
20868	2201548	4	5.016968
20868	3472226	7	7.391263
20868	1894476	4	4.518828
50271	2381249	7	7.194363
50271	1234721	7	5.901892
50271	1731141	6	6.253612
50271	2345737	7	5.471871
49152	3460252	9	7.583800
49153	1453405	8	9.015971
9198	6673612	5	5.641320
42175	2395427	9	8.518361
42170	2582802	8	7.776630
16911	1314655	5	6.208365
16911	780511	1	7.760638
12209	1855325	6	5.693128
12209	307987	7	7.965856
10510	903624	7	6.502142
10510	443272	9	6.937724
10510	1034314	4	4.301735
10516	2119532	10	8.810003
26835	1441395	1	5.647503
26835	1067765	3	5.821069
26835	2278871	9	7.150617
26837	1932767	9	8.463855
26837	1817273	8	7.884737
26837	1433811	9	8.799723
26839	2044729	6	6.225265
54034	209144	8	8.122203
54034	887912	8	7.773114
54034	3007512	7	7.402536
37432	9495224	9	5.560776
24579	1033575	8	7.256650
24579	1315981	9	7.102587
24579	1821549	8	7.978790
24570	363988	6	6.303317
24570	2582802	8	7.621692
24570	3393786	7	5.834359
24570	1853728	8	7.495421
58558	1025100	4	4.560109
62120	2980472	6	6.937290
344	3521164	10	8.181842
344	1485796	6	8.757118
28402	2758880	10	9.047668
28400	1504320	9	8.270221
34323	2053463	7	6.126143
34323	1286537	9	6.362167
345	2294629	9	7.842120
345	1800241	8	7.735838
345	2013293	10	7.604475
35058	7146812	6	7.862543
35053	116147	5	6.525433
55122	425112	8	8.411836
37431	1980929	9	9.168119
37431	1535109	10	9.868669
37431	2395427	10	9.891568
66788	2873282	5	5.925682
66788	1798684	9	7.126304
66788	2370248	7	7.346249
66788	2267998	8	7.832604
66788	1343092	6	7.193772
66788	3316960	9	7.031484
23713	1706593	7	6.411266
59205	2132285	6	5.610590
27007	375679	8	7.537616
27000	1843866	8	7.687412
27000	1411250	5	5.176443
27001	1690953	6	7.167842
27001	1895587	9	7.504994
27001	1194173	6	6.601892
27001	2096673	8	8.033458
64237	1935859	9	7.581427
32581	1489889	6	5.230135
32581	372183	7	6.851389
32581	1386697	5	4.764116
32581	1937149	5	6.963003
32581	861689	7	5.676318
32581	1582507	5	4.508918
52622	2737304	9	6.044251
52622	1950186	8	8.513446
52622	1560220	5	6.480013
35588	1730768	8	7.576565
32054	3397884	10	6.788228
32051	1517489	4	4.461589
57786	848228	7	7.744449
55872	3748528	10	9.076521
27925	1687901	5	4.619885
25716	5013056	8	7.866323
25716	1706620	7	7.097463
25716	1675192	7	7.687312
25716	3397884	8	7.654637
25711	974015	9	7.805558
25711	1489889	8	7.463457
21870	2310332	8	7.858444
21873	1454029	9	8.863702
57546	4046784	3	5.512069
57546	3040964	6	7.461237
52783	1179933	9	6.240900
52782	2917388	6	6.076205
52782	829482	7	6.949423
52782	7286456	8	8.027679
52782	2873282	5	6.261510
52782	4176826	6	6.728816
52782	1430132	7	5.956688
52782	1300854	7	6.787667
52782	4881806	7	5.973275
52782	6543652	7	7.176154
52782	3640424	7	6.952358
26066	9243946	8	6.385483
26066	7131622	10	7.665981
26066	3461252	7	6.760485
64948	2024544	8	8.606521
64942	3315342	7	7.705733
64942	2713180	8	7.348637
64940	1160996	6	5.415460
64940	2106476	7	7.462739
61047	2334873	8	6.705233
61047	120731	8	7.381350
61047	458481	7	5.914060
61047	119791	7	5.958634
64946	8579674	9	5.868437
64946	7286456	10	8.338009
41498	2119532	9	10.608131
41498	3640424	10	9.221707
64944	847050	7	6.387850
53953	1386697	8	6.498093
53950	2976182	2	2.990313
53950	5286444	9	8.558623
36776	770828	9	7.228035
36777	328107	7	6.638032
35529	1895587	8	7.458321
14668	790724	7	6.402480
14669	499549	9	8.498336
27828	1343092	7	6.685002
27826	1727824	10	11.143306
27821	1798709	10	8.548586
27822	1441940	8	7.901742
27822	790636	8	7.916924
27822	327056	8	8.161938
27822	3460252	9	8.015290
799	455857	6	6.054314
799	1872181	7	7.615743
799	2334879	7	7.459635
15132	6644200	5	7.703644
15132	5033998	7	5.373506
15132	2994190	6	7.141898
15136	3707114	7	5.848745
31764	3531824	9	7.440991
31764	3315342	10	8.852166
31764	3398268	9	8.318661
31762	2883512	9	4.865440
31768	5886046	9	5.319146
39555	2199571	7	6.725356
39555	1602613	6	6.040640
34047	1939659	5	7.093587
34044	1396484	8	6.443319
34044	3631112	8	6.882024
34044	7668870	8	7.412014
34042	3682448	9	7.016032
34042	1024648	9	7.462136
34042	3007512	8	6.437329
34040	1877832	10	8.458681
62539	1798709	9	7.341613
62539	2334873	9	6.597636
34048	10199590	8	8.750555
34048	4857264	9	8.504734
34048	361670	8	7.852659
34048	7653254	9	8.378266
31491	2381111	8	7.721700
47252	4578118	7	5.537490
45986	1853728	9	7.800455
4761	1502397	9	6.452702
4768	2726560	6	6.750131
4768	445922	10	8.051182
19740	1683526	9	7.655755
19740	240772	7	7.138785
19740	2543164	9	7.230445
19740	265086	9	7.709793
19740	1663202	10	7.719023
19740	119396	9	7.595111
19740	6018306	9	7.024934
19740	427152	8	5.816152
19740	478304	8	5.841093
61878	4052882	7	7.764340
61878	309698	9	8.591763
46302	1790864	7	6.845405
42372	1385826	5	6.487645
54839	1853643	7	4.746675
54839	1706593	8	7.374267
54839	1655441	6	7.129117
10354	455944	7	6.694389
10354	1599348	6	6.360194
10354	140352	8	7.616241
10354	119822	8	7.807473
10354	265666	9	7.449696
10354	2179136	8	6.845316
10355	2140373	9	7.031373
10350	3315342	10	8.845920
10359	2404435	9	6.871594
10359	1386697	9	7.439861
65888	1985966	10	9.013793
65888	6139732	10	9.493304
65888	2527338	10	9.588965
65888	1877832	10	10.552388
65889	1408253	8	6.938734
65889	1457767	10	8.381280
65889	1661199	9	8.057371
65889	450259	10	9.010061
65889	2184339	7	6.102554
6256	8579674	7	8.347309
42995	2234155	7	6.672926
42995	1235189	7	6.382255
42995	1457767	7	7.450877
42990	2870648	9	8.715555
42990	3110958	7	6.934527
42990	3079380	8	7.374722
830	489270	7	6.041594
45343	2058673	8	7.912989
45343	2302755	9	8.661562
45343	780583	4	9.203352
45343	1188729	10	8.554111
45343	2011159	9	7.865542
45343	1790885	5	8.294070
45343	2015381	10	9.469476
45343	2140379	10	8.163652
45343	1958043	9	7.626273
45343	1490017	10	9.401265
45343	837563	9	8.380280
45343	2147459	8	7.448461
45343	493451	6	5.705738
45343	1658837	10	6.919846
45343	1981115	9	9.197236
45343	1438173	8	6.681955
45343	1939659	9	7.626429
45342	2883512	9	7.388710
66732	1210042	7	6.068864
66732	4183692	7	4.738512
56365	1234721	6	6.449987
14300	206634	7	8.279787
14308	5726616	8	6.026865
45966	1300854	6	6.348780
17969	2397535	9	7.445381
66507	1798709	8	8.344234
53432	3498820	9	8.291905
57017	1746183	9	7.840312
59300	3741700	7	5.506169
59300	1959490	10	6.326901
63342	1119646	8	8.644050
49732	6133466	7	5.317979
49732	4481414	8	8.332106
53074	4094724	5	6.574245
53074	1392214	5	7.106970
48875	2226417	1	4.634042
48875	2015381	9	6.584293
48873	212985	5	5.340104
48878	4228810	10	8.072586
48878	3975510	5	2.274590
48878	4572792	8	8.762043
48878	3532216	10	8.479863
48878	4160708	10	8.722690
48878	7040874	8	8.630333
48878	5503686	7	6.236954
48878	9495224	10	8.326189
48878	1675192	10	7.831502
48878	5723272	10	8.585930
48878	3503406	10	8.089017
48878	3881784	8	8.553163
48878	8946378	10	9.412775
48878	6823368	10	7.841452
48879	1723121	7	7.192823
48879	1702439	7	6.804422
48879	1502407	8	6.708368
48879	2241351	7	7.001602
48879	120461	8	5.591879
48879	1798709	8	7.730513
48879	1270797	7	6.496453
48879	366627	7	7.258518
12469	1825683	6	6.697138
12469	340855	6	7.084579
56034	8155288	6	5.881462
56034	4532826	5	5.318391
56034	5442430	7	6.211452
56034	5657846	5	6.007847
56034	5013056	7	6.610232
56034	3783958	8	6.517581
56034	4094724	6	5.996591
56034	5308322	7	5.882315
56034	3469046	6	6.026836
56034	3522806	5	6.072479
61958	1832382	10	9.709323
63566	8367814	8	7.711384
33375	373883	6	6.175287
33375	1034415	10	7.260157
46086	993846	6	7.991170
46086	146838	8	7.019196
46086	1454468	7	8.306996
49054	1392190	9	7.171645
49054	1454468	8	7.127783
46088	5027774	9	9.195355
46088	3799694	9	8.142776
46088	4303340	7	6.416696
46088	2980516	9	8.902840
46088	119488	8	8.780367
46088	4419364	3	6.161851
46088	5247022	8	8.033663
26569	1981115	8	7.800999
11476	1343092	8	7.528497
11473	2369135	5	5.917724
11473	1205537	7	5.927423
11473	443465	3	5.357301
11473	2226417	6	5.650862
11470	3352390	7	5.727597
43101	1886493	5	4.211160
43101	1690953	7	6.730135
46551	2101341	7	5.479099
46553	1433811	10	8.893750
46553	489099	8	8.264236
52559	1204975	7	4.724140
52559	1386703	4	4.259684
52559	2024469	8	5.389981
17140	1355644	8	7.219346
17142	7798634	6	5.900879
17142	1396484	7	6.633388
64213	1817273	6	6.334885
66339	381707	8	5.563349
66339	1935179	7	6.261601
27598	4154796	10	9.046035
48013	169547	8	7.920308
48016	1675434	10	9.236591
55152	5442430	5	5.378087
55152	4572514	8	5.899482
34285	2194499	7	7.953242
34285	1535109	9	8.308875
34285	831387	7	6.531281
57394	1877832	9	7.798810
57394	1815862	7	5.817404
37888	387564	7	6.806785
37881	2347569	8	7.532994
37881	2309021	7	5.868194
37880	4633694	9	8.920861
56948	2179136	10	8.185683
26643	1670345	7	7.326769
26641	1623205	8	6.401936
26640	3741834	10	9.243051
57396	3501632	8	6.952894
57396	5439796	5	6.037545
57396	5649144	5	6.557213
57396	4972582	7	6.529734
66211	1431045	8	8.454602
50306	2109248	5	5.673738
46776	1392214	9	8.557372
1443	1840309	9	5.889230
1443	1670345	9	6.868247
1441	1989475	7	5.619816
1441	195685	8	7.682710
23036	1853728	9	8.423716
23034	1441912	5	6.710482
22347	2357129	6	5.833913
22347	2381941	6	6.200172
22347	2388771	7	5.773309
22342	4218572	7	6.155283
22342	4995790	7	6.552480
43466	970866	6	3.854927
43466	3387266	9	6.937624
43466	4044364	10	7.900531
43466	1305806	9	8.155271
43466	4196776	6	5.493172
43466	3196598	5	5.448663
43466	1023114	7	6.590932
28619	1458175	9	9.091121
35629	2193265	6	5.168510
23696	2848292	10	6.365955
23696	2528814	10	2.525306
23694	2042568	6	8.053462
23694	361748	10	9.237837
23699	1343727	8	8.935822
32939	120915	7	5.620131
32939	1399103	2	4.990058
48330	1059836	6	5.256717
48330	1922612	4	5.583452
56620	1305806	7	5.798492
56620	2980706	5	5.008628
56620	3183660	5	5.784381
56620	1109624	6	5.359725
56620	4682786	8	5.691433
56620	1245492	2	4.126073
56620	4606514	5	5.730546
56620	1019452	2	4.177917
56620	4846340	7	6.365724
56620	1204340	5	5.881667
56624	7784604	8	6.557215
56624	1454468	8	7.947661
25698	1343092	7	6.762046
51162	478970	8	7.590747
51163	361693	8	4.947741
51167	2103281	7	8.376704
23960	3659388	10	8.328811
23960	3553976	8	8.136888
27279	425413	8	7.522125
27279	1872181	8	7.566651
27279	1386703	7	6.808980
27279	1211837	9	8.352144
27279	119229	9	9.216020
27279	1408101	9	8.641924
27279	1097643	7	7.760797
27271	278731	7	6.759124
27272	1485796	10	7.767327
25526	7131622	7	6.113886
25525	1790809	6	5.897871
198	2994190	7	5.829251
195	2171867	4	3.819245
195	2364841	7	4.792404
195	2226417	6	5.941353
195	2229499	7	5.401286
195	2101341	6	5.843421
196	1809398	4	6.845406
196	2096672	9	5.740970
39843	1588173	6	6.536024
39849	816711	10	8.917295
39848	5311514	10	8.450233
60606	1650554	8	7.648741
60606	1392214	9	9.086910
60606	1979320	9	9.132774
60606	1343092	6	8.059004
41828	1321870	6	6.369479
41829	454921	10	8.390890
51714	7547410	6	5.938799
51714	7798634	6	6.018304
51714	6924650	6	5.991424
31445	816711	8	7.363646
31445	1798709	10	7.813249
60608	2132324	6	5.709210
37414	144084	8	6.666821
41821	1210819	10	9.048292
3450	1306980	8	8.526521
3457	1421373	9	8.448395
41337	2358891	10	5.875721
40061	338013	10	5.071198
14145	2072233	7	5.956180
14145	974015	8	7.034119
14145	1024255	7	6.437709
14145	1631867	7	6.650569
14145	2345759	6	5.251766
14144	783640	7	6.529328
15810	1343092	6	6.580278
15813	2106361	7	7.303432
15813	431021	8	7.226618
14499	340855	9	6.558079
38039	1866249	6	7.498060
38039	1659337	8	8.163942
38035	1905041	6	6.921176
38035	1840417	8	6.489281
54738	1045658	8	6.381032
54738	1019452	7	5.829548
47596	2024544	9	9.461024
47596	120382	9	9.298050
47594	1454468	7	6.690387
47594	1764234	1	4.625094
59952	3860916	10	4.874945
5720	2179116	8	8.155525
47042	4034228	7	8.247109
47042	4846340	7	8.535493
47042	3922798	8	8.159232
47046	790636	7	7.376374
47046	3300542	6	5.379567
47046	1454468	7	7.860230
48654	8722346	8	6.568856
6474	2557490	8	6.295253
6474	455590	8	7.537157
6474	1790886	7	6.293463
6474	252866	9	7.072192
6474	375912	8	7.748068
31510	335438	4	4.905156
31519	2051879	5	5.811210
31518	2911666	5	7.071304
19466	387564	8	7.225505
19466	6212478	7	6.209618
19466	3774802	2	4.759511
19466	1599348	7	6.511312
19466	2527338	7	6.857981
19461	1860213	7	5.159302
19461	2072233	3	4.716135
19461	172495	9	7.696360
19460	4438848	7	7.619205
19460	7608418	8	6.301571
39072	2638144	8	5.215685
39072	3716530	7	6.539857
39072	121766	8	7.992450
39072	2488496	9	8.152865
39072	1375666	10	8.243511
39072	4698684	7	7.794672
39072	926084	9	8.019373
39079	1846589	4	5.075491
39079	375063	7	7.822371
45933	1583421	6	5.979121
4045	1065073	7	7.346157
4045	1619029	6	6.455763
4040	4365412	7	9.281113
4041	1825683	6	6.706645
4049	1204975	7	5.196067
4049	1535109	7	6.462077
4049	1817273	6	6.060479
4049	2101441	3	3.798084
4049	1731697	5	3.888157
4049	1702439	6	4.670193
4049	2404311	6	5.209927
4049	1361835	4	5.609127
4049	2387433	7	4.410327
4049	1850419	6	5.711084
4049	213847	6	5.274446
28018	1587310	8	5.270114
28018	3152624	5	5.529020
28018	359950	7	6.099124
43745	1502397	7	6.798279
46710	3296908	5	6.360420
46710	4701182	7	6.145942
46710	4532818	5	4.162904
46710	8092252	8	5.723339
46710	3606756	8	7.317751
46710	6857112	7	6.678674
46710	5294550	7	6.349490
46710	4779682	5	4.683570
46714	1300854	7	5.819866
57555	441773	7	6.873027
57555	432637	5	6.375878
57555	462499	7	6.591129
57555	2361509	7	6.654450
57555	432047	7	6.694425
48653	314331	10	8.936130
17432	2312718	6	6.901576
13324	453562	10	8.244311
13324	1951264	10	7.753806
13325	2096673	8	7.468095
13326	1712170	5	4.763600
13326	1024648	8	8.014828
46656	2310332	6	7.236168
46656	1291150	6	5.529940
20126	1392214	8	7.786135
20126	2247476	8	6.738775
62377	274117	7	8.265545
20128	120094	10	9.224213
20128	120888	10	9.500312
20128	1067106	10	8.909066
20128	4116284	9	9.612159
20128	2948356	10	10.474688
20128	3385516	10	9.767690
20128	2910814	9	7.024065
20128	2784512	8	5.755439
20128	2452042	10	9.045895
20128	1292566	10	8.478613
65814	5727208	8	8.975445
44718	2105044	1	5.361960
65810	8579674	7	9.122031
14805	381061	8	7.756026
14805	1790885	8	6.854103
14805	363163	8	8.052066
14807	2395427	7	7.272686
14807	763831	7	5.912880
14807	2132285	1	4.697652
11879	2294629	9	7.138877
45184	475290	7	6.523748
45184	1379182	8	7.718100
45184	5186714	9	7.378593
1686	361748	5	7.372091
29988	3263904	6	7.102144
28054	3659388	8	8.738321
28059	2139881	7	6.837738
60942	1907668	7	6.768560
60942	1815862	2	4.415935
310	1343092	10	8.417633
310	1121096	6	5.844728
310	4698684	10	8.324567
310	120382	10	8.981894
310	1291584	10	9.374343
317	1217209	8	9.153763
317	2262227	8	9.058039
51362	1646926	4	5.724911
51362	4264426	6	4.243627
51362	4520364	8	6.291479
51362	3330764	10	5.316769
51362	4694544	5	4.663273
51362	3062096	7	5.467969
51362	3896198	8	6.866991
51362	803096	7	7.020357
51362	5052448	7	6.632128
51362	2911666	8	6.460483
51362	3949660	6	5.862279
51362	1340138	9	6.678134
51362	398286	7	7.025702
51362	4954522	4	5.446886
51362	2709768	6	5.933582
51363	882977	8	7.860524
57314	903624	6	7.124873
25322	1893256	8	5.488993
54416	3682448	7	6.536358
6932	2923652	6	5.054864
6932	947798	8	8.617925
6932	4257858	9	7.428927
6932	2488496	9	7.852646
6932	2167266	8	6.971842
6932	816442	8	7.692460
6932	3316960	8	7.746146
42439	458481	8	6.271580
42439	2357291	7	5.865819
42439	1253863	7	6.134476
42439	1872181	8	6.372609
2298	2245084	5	7.499281
2296	1454468	10	8.447433
7972	2503944	5	5.050176
7972	7286456	10	6.841104
7972	3155242	1	2.618392
7972	4935334	4	4.118868
52209	1386697	6	5.421225
57006	2017038	9	6.293107
43138	2179136	7	5.792577
43138	2004304	4	7.290550
43138	1600196	6	6.555858
60094	5461944	7	7.769324
60094	6146586	9	7.297450
60094	8075192	8	7.119403
52180	2576852	10	9.157708
52180	2446980	8	7.477791
52185	381061	8	7.470857
52185	413099	2	3.364549
52185	1216487	6	6.279668
52185	458339	5	4.822589
53278	1542344	6	6.394047
63543	1234719	7	6.593152
63542	1613750	7	6.216306
26759	831387	5	6.259901
53274	1877832	8	6.406363
53274	2582846	6	6.750968
21319	1895587	8	7.671945
62134	4154756	9	8.314278
21316	4669986	9	7.554232
21313	1535109	7	7.025089
56976	6908274	9	5.718646
56972	1535108	8	6.363248
56972	2980516	7	7.885230
56972	1396484	7	6.906974
56972	2582802	8	8.299420
22956	1302006	10	8.996202
2749	1046173	5	4.911186
2749	363163	8	7.826471
2749	936501	8	7.087610
2749	1322269	7	6.858330
2749	1723121	5	6.630741
2749	989757	7	5.396354
53150	4052882	6	4.824151
57691	1172049	5	6.873926
57691	2177771	7	6.072944
57691	458481	6	6.647688
57691	1638355	7	7.126490
57691	1293847	6	5.456511
57691	2103281	6	7.646216
48112	2543164	8	7.217087
37300	1300854	3	7.362340
50293	1951261	7	5.244369
42692	264464	8	7.363852
50295	1453405	6	6.600658
54724	3385516	8	7.176622
54726	1790864	8	6.824292
62632	2719848	8	7.109912
21074	2258858	9	6.920872
3044	879870	6	5.235570
3044	1282140	5	6.701086
3046	2318092	6	7.709675
3046	449010	10	8.310077
3046	1392214	1	9.309352
21076	1843866	6	7.351703
21076	380510	8	5.917523
