movieId	title	genres
892769	How to Train Your Dragon (2010)	Animation|Action|Adventure|Family|Fantasy
892791	Shrek Forever After (2010)	Animation|Adventure|Comedy|Family|Fantasy|Romance
893412	From Prada to Nada (2011)	Comedy|Drama|Romance
896872	The Whistleblower (2010)	Action|Biography|Crime|Drama|Thriller
903624	The Hobbit: An Unexpected Journey (2012)	Adventure|Family|Fantasy
905372	The Thing (2011)	Horror|Mystery|Sci-Fi
906778	Black Butterflies (2011)	Biography|Drama
914863	Unthinkable (2010)	Crime|Drama|Thriller
918575	Victim (2010)	Horror|Thriller
920459	De gelukkige huisvrouw (2010)	Comedy|Drama|Romance
926084	Harry Potter and the Deathly Hallows: Part 1 (2010)	Adventure|Fantasy|Mystery
929618	The Penthouse (2010)	Comedy
935075	Rabbit Hole (2010)	Drama
938283	The Last Airbender (2010)	Action|Adventure|Family|Fantasy
938330	Silent Hill: Revelation 3D (2012)	Horror
940656	Arthur et la guerre des deux mondes (2010)	Animation|Adventure|Family|Fantasy
944835	Salt (2010)	Action|Mystery|Thriller
945513	Source Code (2011)	Action|Drama|Sci-Fi|Thriller
947798	Black Swan (2010)	Drama|Thriller
947810	Green Zone (2010)	Action|Drama|Thriller|War
948470	The Amazing Spider-Man (2012)	Action|Adventure|Sci-Fi
954947	The Killer Inside Me (2010)	Crime|Drama|Horror|Thriller
955308	Robin Hood (2010)	Action|Adventure|Drama|History|Romance
959329	Nine Dead (2010)	Crime|Drama|Horror|Mystery|Thriller
961097	Un monstre à Paris (2011)	Animation|Adventure|Comedy|Fantasy|Music|Romance
963966	The Sorcerer's Apprentice (2010)	Action|Adventure|Family|Fantasy
964517	The Fighter (2010)	Biography|Drama|Sport
968264	The Conspirator (2010)	Crime|Drama|History
970179	Hugo (2011)	Adventure|Drama|Family|Fantasy|Mystery|Romance
970866	Little Fockers (2010)	Comedy|Romance
975738	Sinatra Club (2010)	Action|Biography|Crime
977855	Fair Game (2010)	Biography|Drama|Thriller
978764	Sucker Punch (2011)	Action|Adventure|Fantasy
979434	Lottery Ticket (2010)	Comedy
980970	The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)	Adventure|Family|Fantasy
983193	The Adventures of Tintin (2011)	Animation|Action|Adventure|Family|Mystery
985694	Machete (2010)	Action|Crime|Thriller
989757	Dear John (2010)	Drama|Romance|War
990407	The Green Hornet (2011)	Action|Comedy|Crime|Sci-Fi|Thriller
993842	Hanna (2011)	Action|Drama|Thriller
995845	The Courier (2012)	Action|Crime|Drama|Mystery|Thriller
997035	Bibliothèque Pascal (2010)	Drama
997152	The Experiment (2010)	Drama|Thriller
999913	Straw Dogs (2011)	Action|Drama|Thriller
1001526	Megamind (2010)	Animation|Action|Comedy|Family|Sci-Fi
1007029	The Iron Lady (2011)	Biography|Drama
1013743	Knight and Day (2010)	Action|Adventure|Comedy|Romance|Thriller
1013860	Dylan Dog: Dead of Night (2010)	Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller
1014759	Alice in Wonderland (2010)	Adventure|Family|Fantasy
1017451	The Runaways (2010)	Biography|Drama|Music
1017464	The Tortured (2010)	Horror|Thriller
1018765	Our Brand Is Crisis (2015)	Comedy|Drama
1020558	Centurion (2010)	Action|Adventure|Drama|History|Thriller|War
1020773	Copie conforme (2010)	Drama|Romance
1023114	The Way Back (2010)	Adventure|Drama|History
1024648	Argo (2012)	Biography|Drama|Thriller
1027683	Kill Speed (2010)	Action|Crime|Thriller
1027718	Wall Street: Money Never Sleeps (2010)	Drama
1027820	The Incident (2011)	Horror|Thriller
1028576	Secretariat (2010)	Biography|Drama|Family|History|Sport
1032751	The Warrior's Way (2010)	Action|Fantasy|Western
1032763	Inseparable (2011)	Drama|Mystery
1033575	The Descendants (2011)	Comedy|Drama
1034314	Iron Sky (2012)	Action|Comedy|Sci-Fi
1034389	The Eagle (2011)	Action|Adventure|Drama|History
1037705	The Book of Eli (2010)	Action|Adventure|Drama|Thriller
1038685	The King of Fighters (2010)	Action|Sci-Fi|Thriller
1038686	Legion (2010)	Action|Fantasy|Horror
1038919	The Bounty Hunter (2010)	Action|Comedy|Romance
1045658	Silver Linings Playbook (2012)	Comedy|Drama|Romance
1047449	Camp Hell (2010)	Drama|Horror
1047540	Parental Guidance (2012)	Comedy|Family
1049402	Howl (2010)	Biography|Drama|Romance
1053424	Repo Men (2010)	Action|Crime|Sci-Fi|Thriller
1053810	The Big Year (2011)	Comedy
1054677	As Melhores Coisas do Mundo (2010)	Comedy|Drama
1055292	Life as We Know It (2010)	Comedy|Drama|Romance
1059836	Transit (2012)	Action|Crime|Thriller
1059887	The Legend of Awesomest Maximus (2011)	Action|Comedy
1059969	Spud (2010)	Comedy|Drama
1063111	Small Town Saturday Night (2010)	Drama
1065073	Boyhood (2014)	Drama
1067583	Water for Elephants (2011)	Drama|Romance
1067774	Monte Carlo (2011)	Adventure|Comedy|Family|Romance
1068242	Footloose (2011)	Comedy|Drama|Music|Romance
1069246	Habana Eva (2010)	Comedy|Romance
1071875	Ghost Rider: Spirit of Vengeance (2011)	Action|Fantasy|Thriller
1074638	Skyfall (2012)	Action|Adventure|Thriller
1075747	Jonah Hex (2010)	Action|Drama|Fantasy|Thriller|Western
1077368	Dark Shadows (2012)	Comedy|Fantasy|Horror
1078597	Elimination (2010)	Action|Horror|Thriller
1079360	The Girl from the Naked Eye (2012)	Action|Crime|Mystery|Romance|Thriller
1079968	Jack and the Beanstalk (2010)	Adventure|Comedy|Family|Fantasy
1080019	Jerry Cotton (2010)	Action|Comedy|Crime
1082577	Deadly Impact (2010)	Action|Crime|Thriller
1083462	Mardi Gras: Spring Break (2011)	Comedy
1087461	Megan Is Missing (2011)	Drama|Horror|Thriller
1091863	With Great Power: The Stan Lee Story (2010)	Documentary|Biography
1092026	Paul (2011)	Adventure|Comedy|Sci-Fi
1092634	Shanghai (2010)	Drama|Mystery|Romance|Thriller
1093357	The Darkest Hour (2011)	Action|Adventure|Horror|Sci-Fi|Thriller
1093906	The Rig (2010)	Action|Adventure|Horror|Sci-Fi|Thriller
1094666	Hamill (2010)	Biography|Drama|Sport
1100051	Bereavement (2010)	Crime|Horror|Thriller
1100089	Foxcatcher (2014)	Biography|Drama|Sport
1103153	Killers (2010)	Action|Comedy|Romance|Thriller
1103273	Peep World (2010)	Comedy|Drama
1104001	Tron (2010)	Action|Adventure|Fantasy|Sci-Fi
1106860	Ca$h (2010)	Crime|Thriller
1107319	Dirty Girl (2010)	Comedy|Drama
1107812	Dirty Movie (2011)	Comedy
1109488	Mars (2010)	Animation|Comedy|Sci-Fi
1111313	The Elephant in the Living Room (2010)	Documentary
1113829	George Harrison: Living in the Material World (2011)	Documentary|Biography|Music
1116184	Jackass 3D (2010)	Documentary|Action|Comedy
1117668	King of Paper Chasin' (2011)	Crime|Drama|Music
1120985	Blue Valentine (2010)	Drama|Romance
1121096	Seventh Son (2014)	Action|Adventure|Fantasy
1123373	Di Renjie: Tong tian di guo (2010)	Action|Adventure|Drama|Fantasy|Mystery
1124035	The Ides of March (2011)	Drama|Thriller
1125929	Love Ranch (2010)	Biography|Comedy|Drama|Romance|Sport
1126590	Big Eyes (2014)	Biography|Crime|Drama|Romance
1126591	Burlesque (2010)	Drama|Music|Musical|Romance
1126618	Morning Glory (2010)	Comedy|Drama|Romance
1127886	Here (2011)	Adventure|Drama|Romance
1129412	Circle (2010)	Horror|Thriller
1129437	Skinning (2010)	Action|Crime|Drama
1130884	Shutter Island (2010)	Mystery|Thriller
1130964	The 5th Quarter (2010)	Biography|Drama|Sport
1130969	Sinners and Saints (2010)	Action|Crime|Thriller
1130982	Avant l'aube (2011)	Drama|Thriller
1132449	Lay the Favorite (2012)	Comedy|Drama|Romance
1133985	Green Lantern (2011)	Action|Adventure|Sci-Fi
1135084	Takers (2010)	Action|Crime|Thriller
1138442	Moo-jeok-ja (2010)	Action|Drama
1138481	Sonny Boy (2011)	Biography|Drama|Romance|War
1139328	The Ghost Writer (2010)	Drama|Mystery|Thriller
1139592	Jeepers Creepers 3 (2017)	Action|Horror|Mystery|Thriller
1142977	Frankenweenie (2012)	Animation|Comedy|Family|Horror|Sci-Fi
1143896	Holy Rollers (2010)	Biography|Crime|Drama|History
1144815	Son of Morning (2011)	Comedy|Drama
1148200	Chain Letter (2010)	Horror
1152398	Beastly (2011)	Drama|Fantasy|Romance
1152822	Freakonomics (2010)	Documentary
1153546	Bloodrayne: The Third Reich (2010)	Action|Adventure|Fantasy|Horror
1155076	The Karate Kid (2010)	Action|Drama|Family|Romance|Sport
1156466	Undisputed III: Redemption (2010)	Action|Crime|Drama|Sport
1159721	Order of Chaos (2010)	Thriller
1161864	The Rite (2011)	Drama|Horror|Mystery|Thriller
1164999	Biutiful (2010)	Drama|Romance
1167638	L'immortel (2010)	Action|Crime|Thriller
1167675	Sint (2010)	Horror
1170358	The Hobbit: The Desolation of Smaug (2013)	Adventure|Fantasy
1172587	Delhi Safari (2012)	Animation|Comedy|Drama
1172991	The Company Men (2010)	Drama
1173687	The Bang Bang Club (2010)	Biography|Drama|History
1174042	The Myth of the American Sleepover (2010)	Comedy|Drama|Romance
1174693	The Four-Faced Liar (2010)	Comedy|Drama|Romance
1175709	All Good Things (2010)	Crime|Drama|Mystery|Romance|Thriller
1175713	The Family Tree (2011)	Comedy|Drama
1179025	Les aventures extraordinaires d'Adèle Blanc-Sec (2010)	Action|Adventure|Fantasy|Mystery
1179034	From Paris with Love (2010)	Action|Crime|Thriller
1179056	A Nightmare on Elm Street (2010)	Crime|Drama|Horror|Mystery
1179069	Shelter (2010)	Horror|Mystery|Thriller
1179071	The Orphan Killer (2011)	Horror
1181614	Wuthering Heights (2011)	Drama|Romance
1181791	Black Death (2010)	Action|Adventure|Drama|History|Horror|Mystery
1181795	Bunraku (2010)	Action|Drama|Fantasy|Thriller
1182350	You Will Meet a Tall Dark Stranger (2010)	Comedy|Drama|Romance
1183489	Stag Night of the Dead (2010)	Action|Comedy|Horror|Sci-Fi
1183911	Mr. Nice (2010)	Biography|Comedy|Crime|Drama
1183919	Marley (2012)	Documentary|Biography|Music
1183923	Welcome to the Rileys (2010)	Drama
1185371	Corman's World: Exploits of a Hollywood Rebel (2011)	Documentary
1185416	When in Rome (2010)	Comedy|Romance
1188113	Peacock (2010)	Drama|Thriller
1188996	My Name Is Khan (2010)	Drama
1189073	La piel que habito (2011)	Drama|Horror|Thriller
1189340	The Lincoln Lawyer (2011)	Crime|Drama|Thriller
1190072	The Hunter (2010)	Thriller
1192628	Rango (2011)	Animation|Adventure|Comedy|Family|Western
1193507	My Own Love Song (2010)	Comedy|Drama
1193631	Step Up 3D (2010)	Drama|Music|Romance
1194173	The Bourne Legacy (2012)	Action|Adventure|Thriller
1194236	Get Educated: Paathshaala (2010)	Drama
1194417	Casino Jack (2010)	Biography|Comedy|Crime|Drama
1194577	The Door (2012)	Drama
1194612	Into Eternity: A Film for the Future (2010)	Documentary
1195478	The Five-Year Engagement (2012)	Comedy|Romance
1196134	Crazy on the Outside (2010)	Comedy|Crime
1196141	Diary of a Wimpy Kid (2010)	Comedy|Drama|Family
1196204	Cemetery Junction (2010)	Comedy|Drama
1196340	Inhale (2010)	Drama|Thriller
1196948	The Necessary Death of Charlie Countryman (2013)	Comedy|Drama|Romance|Thriller
1198075	Cougars Inc. (2011)	Comedy|Drama
1198101	Kites (2010)	Action|Drama|Romance|Thriller
1198199	About Sunny (2011)	Drama
1201607	Harry Potter and the Deathly Hallows: Part 2 (2011)	Adventure|Drama|Fantasy|Mystery
1204340	Tyrannosaur (2011)	Drama
1204342	The Muppets (2011)	Adventure|Comedy|Family|Musical
1205558	Hick (2011)	Comedy|Drama
1210039	Blood Done Sign My Name (2010)	Drama
1210166	Moneyball (2011)	Biography|Drama|Sport
1210819	The Lone Ranger (2013)	Action|Adventure|Western
1211890	Middle of Nowhere (2012)	Drama
1212419	Hereafter (2010)	Drama|Fantasy|Romance
1212436	The Back-up Plan (2010)	Comedy|Romance
1212450	Lawless (2012)	Crime|Drama
1212454	An Invisible Sign (2010)	Comedy|Drama|Family|Romance
1213012	Alpha and Omega (2010)	Animation|Adventure|Comedy|Family|Romance
1213648	London Boulevard (2010)	Crime|Drama
1214962	Seeking Justice (2011)	Action|Crime|Drama|Thriller
1216475	Cars 2 (2011)	Animation|Adventure|Comedy|Family|Sport
1216492	Leap Year (2010)	Comedy|Romance
1216520	Womb (2010)	Drama|Romance|Sci-Fi
1217209	Brave (2012)	Animation|Adventure|Comedy|Family|Fantasy
1217213	Secret of the Wings (2012)	Animation|Family|Fantasy
1217613	World Invasion: Battle Los Angeles (2011)	Action|Sci-Fi
1219289	Limitless (2011)	Mystery|Sci-Fi|Thriller
1219342	Legend of the Guardians: The Owls of Ga'Hoole (2010)	Animation|Action|Adventure|Family|Fantasy
1220627	Hard Breakers (2010)	Comedy
1220634	Resident Evil: Afterlife (2010)	Action|Adventure|Horror|Sci-Fi
1220888	Henry's Crime (2010)	Comedy|Crime|Drama|Romance
1221208	Frankie & Alice (2010)	Biography|Drama
1222815	Chimpanzee (2012)	Documentary
1222816	Pollen (2011)	Documentary|Family|News
1222817	Zookeeper (2011)	Comedy|Family|Romance
1223236	African Cats (2011)	Documentary|Adventure
1223411	Bert Stern: Original Madman (2011)	Documentary
1223980	Zwart water (2010)	Horror
1225302	The Big I Am (2010)	Crime|Drama|Thriller
1226229	Get Him to the Greek (2010)	Adventure|Comedy|Music
1226273	Edge of Darkness (2010)	Crime|Drama|Mystery|Thriller
1226753	The Debt (2010)	Drama|Thriller
1227378	"Fat, Sick & Nearly Dead (2010)"	Documentary
1227524	Aashayein (2010)	Drama
1227555	Isolerad (2010)	Mystery|Thriller
1227789	Rites of Spring (2011)	Horror|Thriller
1228705	Iron Man 2 (2010)	Action|Adventure|Sci-Fi
1228987	Let Me In (2010)	Drama|Fantasy|Horror|Mystery|Thriller
1229238	Mission: Impossible - Ghost Protocol (2011)	Action|Adventure|Thriller
1229381	Hors la loi (2010)	Crime|Drama|War
1229822	Jane Eyre (2011)	Drama|Romance
1230204	Sammy's avonturen: De geheime doorgang (2010)	Animation|Adventure|Family
1230385	Hwanghae (2010)	Action|Drama|Thriller
1231583	Due Date (2010)	Adventure|Comedy
1231586	A Good Old Fashioned Orgy (2011)	Comedy|Romance
1231587	Hot Tub Time Machine (2010)	Comedy|Sci-Fi
1232200	That's My Boy (2012)	Comedy
1232206	Teenage Paparazzo (2010)	Documentary
1232775	Drones (2010)	Comedy
1232829	21 Jump Street (2012)	Action|Comedy|Crime
1232838	Triple Dog (2010)	Drama|Thriller
1233192	Brighton Rock (2010)	Crime|Drama|Thriller
1233301	Ironclad (2011)	Action|Adventure|Drama|History|Romance|War
1233334	Pariah (2011)	Drama
1234654	Greenberg (2010)	Comedy|Drama|Romance
1234719	Red Dawn (2012)	Action|Sci-Fi|Thriller
1234721	RoboCop (2014)	Action|Crime|Sci-Fi|Thriller
1235170	The Future (2011)	Drama|Fantasy|Romance
1235522	Broken City (2013)	Crime|Drama|Thriller
1235548	VIPs (2010)	Biography|Drama
1235790	Magic Trip (2011)	Documentary
1235830	Chico & Rita (2010)	Animation|Crime|Drama|Music|Romance
1235841	Medianeras (2011)	Comedy|Drama
1236371	Mistérios de Lisboa (2010)	Drama|Mystery|Romance
1236472	Lemmy (2010)	Documentary|Biography|Music
1240982	Your Highness (2011)	Adventure|Comedy|Fantasy
1241017	How to Make Love to a Woman (2010)	Comedy
1241329	The River Why (2010)	Drama|Romance
1241330	Road Train (2010)	Horror|Thriller
1242432	I Spit on Your Grave (2010)	Horror|Thriller
1242460	We Need to Talk About Kevin (2011)	Drama|Mystery|Thriller
1242521	L'ordre et la morale (2011)	Action|Drama|History
1242543	Dschungelkind (2011)	Adventure|Biography|Drama|Family
1242599	Bellflower (2011)	Action|Drama|Romance
1242642	Judas Kiss (2011)	Drama|Romance|Sci-Fi
1243957	The Tourist (2010)	Action|Adventure|Thriller
1244658	Burning Bright (2010)	Drama|Horror|Thriller
1244659	Extraordinary Measures (2010)	Drama
1244754	Conviction (2010)	Biography|Crime|Drama
1245526	RED (2010)	Action|Comedy|Crime|Thriller
1247657	Friendship! (2010)	Adventure|Comedy
1247667	High School (2010)	Comedy
1247683	Norman (2010)	Comedy|Drama
1250777	Kick-Ass (2010)	Action|Comedy
1251743	Salvation Boulevard (2011)	Action|Comedy|Drama|Thriller
1253863	300: Rise of an Empire (2014)	Action|Fantasy|War
1253864	Immortals (2011)	Action|Drama|Fantasy|Romance
1255953	Incendies (2010)	Drama|Mystery|War
1258972	The Man with the Iron Fists (2012)	Action
1259521	The Cabin in the Woods (2011)	Comedy|Horror
1260365	On the Inside (2011)	Drama|Thriller
1261862	Icarus (2010)	Action|Drama|Thriller
1261945	Sex and the City 2 (2010)	Comedy|Drama|Romance
1261954	Take Me Home (2011)	Comedy|Romance
1262415	Saluda al diablo de mi parte (2011)	Action|Drama|Mystery
1262416	Scream 4 (2011)	Horror|Mystery
1263750	Habitación en Roma (2010)	Drama|Romance
1263800	Hole in One (2010)	Comedy|Sport
1264115	The Trial (2010)	Drama|Mystery
1265990	The Roommate (2011)	Drama|Thriller
1268204	Waste Land (2010)	Documentary
1268799	A Very Harold & Kumar 3D Christmas (2011)	Adventure|Comedy
1268987	Rogues Gallery (2010)	Action|Comedy
1270262	The Devil's Double (2011)	Biography|Drama|Thriller
1270277	Sympathy for Delicious (2010)	Drama
1270291	Hunter Prey (2010)	Sci-Fi|Thriller
1270296	The Killing Jar (2010)	Crime|Mystery|Thriller
1270761	Don't Be Afraid of the Dark (2010)	Fantasy|Horror|Thriller
1270798	X: First Class (2011)	Action|Adventure|Sci-Fi
1270835	Hatchet II (2010)	Action|Comedy|Horror|Thriller
1270842	Noruwei no mori (2010)	Drama|Romance
1272886	Small Apartments (2012)	Comedy|Crime|Drama
1273207	DeadHeads (2011)	Adventure|Comedy|Horror|Romance
1273222	These Amazing Shadows (2011)	Documentary
1273235	Srpski film (2010)	Horror|Mystery|Thriller
1273241	Brotherhood (2010)	Crime|Drama|Thriller
1273678	The Spy Next Door (2010)	Action|Comedy|Family
1274275	Olsen-banden på de bonede gulve (2010)	Animation|Comedy|Crime
1274296	Listen to Your Heart (2010)	Drama|Music|Romance
1274297	Matrimoni e altri disastri (2010)	Comedy
1274300	The Tempest (2010)	Comedy|Drama|Fantasy|Romance
1274645	La mosquitera (2010)	Comedy|Drama|Romance
1276104	Looper (2012)	Action|Crime|Drama|Sci-Fi|Thriller
1276419	En kongelig affære (2012)	Biography|Drama|History|Romance
1277953	Madagascar 3: Europe's Most Wanted (2012)	Animation|Adventure|Comedy|Family
1278379	Jack Goes Boating (2010)	Drama|Romance
1278449	Sound of Noise (2010)	Comedy|Crime|Music|Romance|Thriller
1279935	Date Night (2010)	Comedy|Crime|Romance|Thriller
1280015	Smash His Camera (2010)	Documentary
1282140	Easy A (2010)	Comedy|Drama|Romance
1283887	Burning Palms (2010)	Comedy|Thriller
1284575	Bad Teacher (2011)	Comedy|Romance
1285016	The Social Network (2010)	Biography|Drama
1285240	Dans ton sommeil (2010)	Horror|Thriller
1285241	Don 2 (2011)	Action|Crime|Thriller
1287468	Cats & Dogs: The Revenge of Kitty Galore (2010)	Action|Comedy|Family|Fantasy
1287878	Poetry (2010)	Drama
1288376	Die Fremde (2010)	Drama
1289401	Ghostbusters (2016)	Action|Comedy|Fantasy|Sci-Fi
1289419	N-Secure (2010)	Crime|Drama|Thriller
1290140	Meant to Be (2010)	Comedy|Romance
1291125	Yi ye Taibei (2010)	Comedy|Crime|Drama
1291150	Teenage Mutant Ninja Turtles (2014)	Action|Adventure|Comedy|Sci-Fi
1291465	Raajneeti (2010)	Crime|Drama
1291549	Meet Monica Velour (2010)	Comedy|Drama|Romance
1291584	Warrior (2011)	Drama|Sport
1291652	Snabba cash (2010)	Action|Crime|Drama|Thriller
1292561	Reiruweizu: 49-sai de densha no untenshi ni natta otoko no monogatari (2010)	Drama
1293847	xXx: Return of Xander Cage (2017)	Action|Adventure|Thriller
1294226	The Last Song (2010)	Drama|Music|Romance
1294688	Last Night (2010)	Drama|Romance
1296373	The FP (2011)	Comedy
1296898	Waiting for Forever (2010)	Comedy|Drama|Romance
1296899	Wake Wood (2010)	Drama|Horror|Thriller
1297919	Blitz (2011)	Action|Crime|Thriller
1298554	Eva (2011)	Drama|Fantasy|Sci-Fi
1298594	The Presence (2010)	Drama|Horror|Thriller
1298643	Closed for the Season (2010)	Horror|Thriller
1298649	The Watch (2012)	Action|Comedy|Horror|Sci-Fi
1298650	Pirates of the Caribbean: On Stranger Tides (2011)	Action|Adventure|Fantasy
1300159	Growth (2010)	Horror|Sci-Fi
1300854	Iron Man Three (2013)	Action|Adventure|Sci-Fi
1301990	Every Day (2010)	Comedy|Drama|Romance
1302011	Kung Fu Panda 2 (2011)	Animation|Action|Adventure|Comedy|Family|Fantasy
1302019	Not Another Not Another Movie (2011)	Comedy
1302067	Yogi Bear (2010)	Animation|Adventure|Comedy|Family
1303782	Phasma Ex Machina (2010)	Sci-Fi
1305583	Our Family Wedding (2010)	Comedy|Romance
